location,lat,long,alt,year,bloom_date,bloom_doy
Japan/Iwamizawa,43.2116666666667,141.785833333333,42.3,1992,1992-05-10,131
Japan/Iwamizawa,43.2116666666667,141.785833333333,42.3,1993,1993-05-09,129
Japan/Iwamizawa,43.2116666666667,141.785833333333,42.3,1994,1994-05-11,131
Japan/Iwamizawa,43.2116666666667,141.785833333333,42.3,1995,1995-05-05,125
Japan/Iwamizawa,43.2116666666667,141.785833333333,42.3,1996,1996-05-09,130
Japan/Iwamizawa,43.2116666666667,141.785833333333,42.3,1997,1997-05-05,125
Japan/Iwamizawa,43.2116666666667,141.785833333333,42.3,1998,1998-04-27,117
Japan/Iwamizawa,43.2116666666667,141.785833333333,42.3,1999,1999-05-07,127
Japan/Iwamizawa,43.2116666666667,141.785833333333,42.3,2000,2000-05-10,131
Japan/Iwamizawa,43.2116666666667,141.785833333333,42.3,2001,2001-05-07,127
Japan/Iwamizawa,43.2116666666667,141.785833333333,42.3,2002,2002-04-25,115
Japan/Iwamizawa,43.2116666666667,141.785833333333,42.3,2003,2003-05-03,123
Japan/Iwamizawa,43.2116666666667,141.785833333333,42.3,2004,2004-05-07,128
Japan/Iwamizawa,43.2116666666667,141.785833333333,42.3,2005,2005-05-13,133
Japan/Iwamizawa,43.2116666666667,141.785833333333,42.3,2006,2006-05-12,132
Japan/Obihiro,42.9222222222222,143.211944444444,38.4,1953,1953-05-19,139
Japan/Obihiro,42.9222222222222,143.211944444444,38.4,1954,1954-05-12,132
Japan/Obihiro,42.9222222222222,143.211944444444,38.4,1955,1955-05-14,134
Japan/Obihiro,42.9222222222222,143.211944444444,38.4,1956,1956-05-09,130
Japan/Obihiro,42.9222222222222,143.211944444444,38.4,1957,1957-05-14,134
Japan/Obihiro,42.9222222222222,143.211944444444,38.4,1958,1958-05-16,136
Japan/Obihiro,42.9222222222222,143.211944444444,38.4,1959,1959-05-05,125
Japan/Obihiro,42.9222222222222,143.211944444444,38.4,1960,1960-05-15,136
Japan/Obihiro,42.9222222222222,143.211944444444,38.4,1961,1961-05-09,129
Japan/Obihiro,42.9222222222222,143.211944444444,38.4,1962,1962-05-07,127
Japan/Obihiro,42.9222222222222,143.211944444444,38.4,1963,1963-05-10,130
Japan/Obihiro,42.9222222222222,143.211944444444,38.4,1964,1964-05-10,131
Japan/Obihiro,42.9222222222222,143.211944444444,38.4,1965,1965-05-17,137
Japan/Obihiro,42.9222222222222,143.211944444444,38.4,1966,1966-05-17,137
Japan/Obihiro,42.9222222222222,143.211944444444,38.4,1967,1967-05-05,125
Japan/Obihiro,42.9222222222222,143.211944444444,38.4,1968,1968-05-05,126
Japan/Obihiro,42.9222222222222,143.211944444444,38.4,1969,1969-05-10,130
Japan/Obihiro,42.9222222222222,143.211944444444,38.4,1970,1970-05-13,133
Japan/Obihiro,42.9222222222222,143.211944444444,38.4,1971,1971-05-16,136
Japan/Obihiro,42.9222222222222,143.211944444444,38.4,1972,1972-05-06,127
Japan/Obihiro,42.9222222222222,143.211944444444,38.4,1973,1973-05-09,129
Japan/Obihiro,42.9222222222222,143.211944444444,38.4,1974,1974-05-12,132
Japan/Obihiro,42.9222222222222,143.211944444444,38.4,1975,1975-05-14,134
Japan/Obihiro,42.9222222222222,143.211944444444,38.4,1976,1976-05-11,132
Japan/Obihiro,42.9222222222222,143.211944444444,38.4,1977,1977-05-13,133
Japan/Obihiro,42.9222222222222,143.211944444444,38.4,1978,1978-05-13,133
Japan/Obihiro,42.9222222222222,143.211944444444,38.4,1979,1979-05-17,137
Japan/Obihiro,42.9222222222222,143.211944444444,38.4,1980,1980-05-16,137
Japan/Obihiro,42.9222222222222,143.211944444444,38.4,1981,1981-05-07,127
Japan/Obihiro,42.9222222222222,143.211944444444,38.4,1982,1982-05-09,129
Japan/Obihiro,42.9222222222222,143.211944444444,38.4,1983,1983-05-03,123
Japan/Obihiro,42.9222222222222,143.211944444444,38.4,1984,1984-05-21,142
Japan/Obihiro,42.9222222222222,143.211944444444,38.4,1985,1985-05-06,126
Japan/Obihiro,42.9222222222222,143.211944444444,38.4,1986,1986-05-08,128
Japan/Obihiro,42.9222222222222,143.211944444444,38.4,1987,1987-05-08,128
Japan/Obihiro,42.9222222222222,143.211944444444,38.4,1988,1988-05-07,128
Japan/Obihiro,42.9222222222222,143.211944444444,38.4,1989,1989-05-07,127
Japan/Obihiro,42.9222222222222,143.211944444444,38.4,1990,1990-05-04,124
Japan/Obihiro,42.9222222222222,143.211944444444,38.4,1991,1991-05-06,126
Japan/Obihiro,42.9222222222222,143.211944444444,38.4,1992,1992-05-09,130
Japan/Obihiro,42.9222222222222,143.211944444444,38.4,1993,1993-05-11,131
Japan/Obihiro,42.9222222222222,143.211944444444,38.4,1994,1994-05-08,128
Japan/Obihiro,42.9222222222222,143.211944444444,38.4,1995,1995-05-07,127
Japan/Obihiro,42.9222222222222,143.211944444444,38.4,1996,1996-05-13,134
Japan/Obihiro,42.9222222222222,143.211944444444,38.4,1997,1997-05-03,123
Japan/Obihiro,42.9222222222222,143.211944444444,38.4,1998,1998-04-26,116
Japan/Obihiro,42.9222222222222,143.211944444444,38.4,1999,1999-05-07,127
Japan/Obihiro,42.9222222222222,143.211944444444,38.4,2000,2000-05-12,133
Japan/Obihiro,42.9222222222222,143.211944444444,38.4,2001,2001-05-01,121
Japan/Obihiro,42.9222222222222,143.211944444444,38.4,2002,2002-04-27,117
Japan/Obihiro,42.9222222222222,143.211944444444,38.4,2003,2003-05-03,123
Japan/Obihiro,42.9222222222222,143.211944444444,38.4,2004,2004-05-08,129
Japan/Obihiro,42.9222222222222,143.211944444444,38.4,2005,2005-05-10,130
Japan/Obihiro,42.9222222222222,143.211944444444,38.4,2006,2006-05-12,132
Japan/Obihiro,42.9222222222222,143.211944444444,38.4,2007,2007-05-08,128
Japan/Obihiro,42.9222222222222,143.211944444444,38.4,2008,2008-04-30,121
Japan/Obihiro,42.9222222222222,143.211944444444,38.4,2009,2009-05-04,124
Japan/Obihiro,42.9222222222222,143.211944444444,38.4,2010,2010-05-11,131
Japan/Obihiro,42.9222222222222,143.211944444444,38.4,2011,2011-05-09,129
Japan/Obihiro,42.9222222222222,143.211944444444,38.4,2012,2012-05-07,128
Japan/Obihiro,42.9222222222222,143.211944444444,38.4,2013,2013-05-16,136
Japan/Obihiro,42.9222222222222,143.211944444444,38.4,2014,2014-04-29,119
Japan/Obihiro,42.9222222222222,143.211944444444,38.4,2015,2015-04-28,118
Japan/Obihiro,42.9222222222222,143.211944444444,38.4,2016,2016-05-03,124
Japan/Obihiro,42.9222222222222,143.211944444444,38.4,2017,2017-05-02,122
Japan/Obihiro,42.9222222222222,143.211944444444,38.4,2018,2018-04-28,118
Japan/Obihiro,42.9222222222222,143.211944444444,38.4,2019,2019-04-30,120
Japan/Obihiro,42.9222222222222,143.211944444444,38.4,2020,2020-05-03,124
Japan/Obihiro,42.9222222222222,143.211944444444,38.4,2021,2021-04-27,117
Japan/Kushiro,42.9858333333333,144.377777777778,4.5,1954,1954-05-28,148
Japan/Kushiro,42.9530555555556,144.4375,14.05,1954,1954-05-28,148
Japan/Kushiro,42.9858333333333,144.377777777778,4.5,1955,1955-05-26,146
Japan/Kushiro,42.9530555555556,144.4375,14.05,1955,1955-05-26,146
Japan/Kushiro,42.9858333333333,144.377777777778,4.5,1957,1957-05-19,139
Japan/Kushiro,42.9530555555556,144.4375,14.05,1957,1957-05-19,139
Japan/Kushiro,42.9858333333333,144.377777777778,4.5,1958,1958-05-29,149
Japan/Kushiro,42.9530555555556,144.4375,14.05,1958,1958-05-29,149
Japan/Kushiro,42.9858333333333,144.377777777778,4.5,1959,1959-05-20,140
Japan/Kushiro,42.9530555555556,144.4375,14.05,1959,1959-05-20,140
Japan/Kushiro,42.9858333333333,144.377777777778,4.5,1960,1960-05-28,149
Japan/Kushiro,42.9530555555556,144.4375,14.05,1960,1960-05-28,149
Japan/Kushiro,42.9858333333333,144.377777777778,4.5,1961,1961-05-27,147
Japan/Kushiro,42.9530555555556,144.4375,14.05,1961,1961-05-27,147
Japan/Kushiro,42.9858333333333,144.377777777778,4.5,1962,1962-05-10,130
Japan/Kushiro,42.9530555555556,144.4375,14.05,1962,1962-05-10,130
Japan/Kushiro,42.9858333333333,144.377777777778,4.5,1963,1963-05-20,140
Japan/Kushiro,42.9530555555556,144.4375,14.05,1963,1963-05-20,140
Japan/Kushiro,42.9858333333333,144.377777777778,4.5,1964,1964-05-24,145
Japan/Kushiro,42.9530555555556,144.4375,14.05,1964,1964-05-24,145
Japan/Kushiro,42.9858333333333,144.377777777778,4.5,1965,1965-05-25,145
Japan/Kushiro,42.9530555555556,144.4375,14.05,1965,1965-05-25,145
Japan/Kushiro,42.9858333333333,144.377777777778,4.5,1966,1966-05-20,140
Japan/Kushiro,42.9530555555556,144.4375,14.05,1966,1966-05-20,140
Japan/Kushiro,42.9858333333333,144.377777777778,4.5,1967,1967-05-14,134
Japan/Kushiro,42.9530555555556,144.4375,14.05,1967,1967-05-14,134
Japan/Kushiro,42.9858333333333,144.377777777778,4.5,1968,1968-05-23,144
Japan/Kushiro,42.9530555555556,144.4375,14.05,1968,1968-05-23,144
Japan/Kushiro,42.9858333333333,144.377777777778,4.5,1969,1969-05-20,140
Japan/Kushiro,42.9530555555556,144.4375,14.05,1969,1969-05-20,140
Japan/Kushiro,42.9858333333333,144.377777777778,4.5,1970,1970-05-21,141
Japan/Kushiro,42.9530555555556,144.4375,14.05,1970,1970-05-21,141
Japan/Kushiro,42.9858333333333,144.377777777778,4.5,1971,1971-05-24,144
Japan/Kushiro,42.9530555555556,144.4375,14.05,1971,1971-05-24,144
Japan/Kushiro,42.9858333333333,144.377777777778,4.5,1972,1972-05-10,131
Japan/Kushiro,42.9530555555556,144.4375,14.05,1972,1972-05-10,131
Japan/Kushiro,42.9858333333333,144.377777777778,4.5,1973,1973-05-16,136
Japan/Kushiro,42.9530555555556,144.4375,14.05,1973,1973-05-16,136
Japan/Kushiro,42.9858333333333,144.377777777778,4.5,1974,1974-05-20,140
Japan/Kushiro,42.9530555555556,144.4375,14.05,1974,1974-05-20,140
Japan/Kushiro,42.9858333333333,144.377777777778,4.5,1975,1975-05-24,144
Japan/Kushiro,42.9530555555556,144.4375,14.05,1975,1975-05-24,144
Japan/Kushiro,42.9858333333333,144.377777777778,4.5,1976,1976-05-20,141
Japan/Kushiro,42.9530555555556,144.4375,14.05,1976,1976-05-20,141
Japan/Kushiro,42.9858333333333,144.377777777778,4.5,1977,1977-05-31,151
Japan/Kushiro,42.9530555555556,144.4375,14.05,1977,1977-05-31,151
Japan/Kushiro,42.9858333333333,144.377777777778,4.5,1978,1978-05-29,149
Japan/Kushiro,42.9530555555556,144.4375,14.05,1978,1978-05-29,149
Japan/Kushiro,42.9858333333333,144.377777777778,4.5,1979,1979-06-01,152
Japan/Kushiro,42.9530555555556,144.4375,14.05,1979,1979-06-01,152
Japan/Kushiro,42.9858333333333,144.377777777778,4.5,1980,1980-05-28,149
Japan/Kushiro,42.9530555555556,144.4375,14.05,1980,1980-05-28,149
Japan/Kushiro,42.9858333333333,144.377777777778,4.5,1981,1981-05-27,147
Japan/Kushiro,42.9530555555556,144.4375,14.05,1981,1981-05-27,147
Japan/Kushiro,42.9858333333333,144.377777777778,4.5,1982,1982-05-21,141
Japan/Kushiro,42.9530555555556,144.4375,14.05,1982,1982-05-21,141
Japan/Kushiro,42.9858333333333,144.377777777778,4.5,1983,1983-05-16,136
Japan/Kushiro,42.9530555555556,144.4375,14.05,1983,1983-05-16,136
Japan/Kushiro,42.9858333333333,144.377777777778,4.5,1984,1984-06-04,156
Japan/Kushiro,42.9530555555556,144.4375,14.05,1984,1984-06-04,156
Japan/Kushiro,42.9858333333333,144.377777777778,4.5,1985,1985-05-20,140
Japan/Kushiro,42.9530555555556,144.4375,14.05,1985,1985-05-20,140
Japan/Kushiro,42.9858333333333,144.377777777778,4.5,1986,1986-05-19,139
Japan/Kushiro,42.9530555555556,144.4375,14.05,1986,1986-05-19,139
Japan/Kushiro,42.9858333333333,144.377777777778,4.5,1987,1987-05-20,140
Japan/Kushiro,42.9530555555556,144.4375,14.05,1987,1987-05-20,140
Japan/Kushiro,42.9858333333333,144.377777777778,4.5,1988,1988-05-21,142
Japan/Kushiro,42.9530555555556,144.4375,14.05,1988,1988-05-21,142
Japan/Kushiro,42.9858333333333,144.377777777778,4.5,1989,1989-05-20,140
Japan/Kushiro,42.9530555555556,144.4375,14.05,1989,1989-05-20,140
Japan/Kushiro,42.9858333333333,144.377777777778,4.5,1990,1990-05-12,132
Japan/Kushiro,42.9530555555556,144.4375,14.05,1990,1990-05-12,132
Japan/Kushiro,42.9858333333333,144.377777777778,4.5,1991,1991-05-13,133
Japan/Kushiro,42.9530555555556,144.4375,14.05,1991,1991-05-13,133
Japan/Kushiro,42.9858333333333,144.377777777778,4.5,1992,1992-05-20,141
Japan/Kushiro,42.9530555555556,144.4375,14.05,1992,1992-05-20,141
Japan/Kushiro,42.9858333333333,144.377777777778,4.5,1993,1993-05-20,140
Japan/Kushiro,42.9530555555556,144.4375,14.05,1993,1993-05-20,140
Japan/Kushiro,42.9858333333333,144.377777777778,4.5,1994,1994-05-17,137
Japan/Kushiro,42.9530555555556,144.4375,14.05,1994,1994-05-17,137
Japan/Kushiro,42.9858333333333,144.377777777778,4.5,1995,1995-05-18,138
Japan/Kushiro,42.9530555555556,144.4375,14.05,1995,1995-05-18,138
Japan/Kushiro,42.9858333333333,144.377777777778,4.5,1996,1996-05-31,152
Japan/Kushiro,42.9530555555556,144.4375,14.05,1996,1996-05-31,152
Japan/Kushiro,42.9858333333333,144.377777777778,4.5,1997,1997-05-22,142
Japan/Kushiro,42.9530555555556,144.4375,14.05,1997,1997-05-22,142
Japan/Kushiro,42.9858333333333,144.377777777778,4.5,1998,1998-05-18,138
Japan/Kushiro,42.9530555555556,144.4375,14.05,1998,1998-05-18,138
Japan/Kushiro,42.9858333333333,144.377777777778,4.5,1999,1999-05-21,141
Japan/Kushiro,42.9530555555556,144.4375,14.05,1999,1999-05-21,141
Japan/Kushiro,42.9858333333333,144.377777777778,4.5,2000,2000-05-21,142
Japan/Kushiro,42.9530555555556,144.4375,14.05,2000,2000-05-21,142
Japan/Kushiro,42.9858333333333,144.377777777778,4.5,2001,2001-05-21,141
Japan/Kushiro,42.9530555555556,144.4375,14.05,2001,2001-05-21,141
Japan/Kushiro,42.9858333333333,144.377777777778,4.5,2002,2002-05-13,133
Japan/Kushiro,42.9530555555556,144.4375,14.05,2002,2002-05-13,133
Japan/Kushiro,42.9858333333333,144.377777777778,4.5,2003,2003-05-26,146
Japan/Kushiro,42.9530555555556,144.4375,14.05,2003,2003-05-26,146
Japan/Kushiro,42.9858333333333,144.377777777778,4.5,2004,2004-05-19,140
Japan/Kushiro,42.9530555555556,144.4375,14.05,2004,2004-05-19,140
Japan/Kushiro,42.9858333333333,144.377777777778,4.5,2005,2005-05-26,146
Japan/Kushiro,42.9530555555556,144.4375,14.05,2005,2005-05-26,146
Japan/Kushiro,42.9858333333333,144.377777777778,4.5,2006,2006-05-21,141
Japan/Kushiro,42.9530555555556,144.4375,14.05,2006,2006-05-21,141
Japan/Kushiro,42.9858333333333,144.377777777778,4.5,2007,2007-05-20,140
Japan/Kushiro,42.9530555555556,144.4375,14.05,2007,2007-05-20,140
Japan/Kushiro,42.9858333333333,144.377777777778,4.5,2008,2008-05-19,140
Japan/Kushiro,42.9530555555556,144.4375,14.05,2008,2008-05-19,140
Japan/Kushiro,42.9858333333333,144.377777777778,4.5,2009,2009-05-14,134
Japan/Kushiro,42.9530555555556,144.4375,14.05,2009,2009-05-14,134
Japan/Kushiro,42.9858333333333,144.377777777778,4.5,2010,2010-05-22,142
Japan/Kushiro,42.9530555555556,144.4375,14.05,2010,2010-05-22,142
Japan/Kushiro,42.9858333333333,144.377777777778,4.5,2011,2011-05-21,141
Japan/Kushiro,42.9530555555556,144.4375,14.05,2011,2011-05-21,141
Japan/Kushiro,42.9858333333333,144.377777777778,4.5,2012,2012-05-20,141
Japan/Kushiro,42.9530555555556,144.4375,14.05,2012,2012-05-20,141
Japan/Kushiro,42.9858333333333,144.377777777778,4.5,2013,2013-05-25,145
Japan/Kushiro,42.9530555555556,144.4375,14.05,2013,2013-05-25,145
Japan/Kushiro,42.9858333333333,144.377777777778,4.5,2014,2014-05-14,134
Japan/Kushiro,42.9530555555556,144.4375,14.05,2014,2014-05-14,134
Japan/Kushiro,42.9858333333333,144.377777777778,4.5,2015,2015-05-08,128
Japan/Kushiro,42.9530555555556,144.4375,14.05,2015,2015-05-08,128
Japan/Kushiro,42.9858333333333,144.377777777778,4.5,2016,2016-05-13,134
Japan/Kushiro,42.9530555555556,144.4375,14.05,2016,2016-05-13,134
Japan/Kushiro,42.9858333333333,144.377777777778,4.5,2017,2017-05-18,138
Japan/Kushiro,42.9530555555556,144.4375,14.05,2017,2017-05-18,138
Japan/Kushiro,42.9858333333333,144.377777777778,4.5,2018,2018-05-14,134
Japan/Kushiro,42.9530555555556,144.4375,14.05,2018,2018-05-14,134
Japan/Kushiro,42.9858333333333,144.377777777778,4.5,2019,2019-05-13,133
Japan/Kushiro,42.9530555555556,144.4375,14.05,2019,2019-05-13,133
Japan/Kushiro,42.9858333333333,144.377777777778,4.5,2020,2020-05-13,134
Japan/Kushiro,42.9530555555556,144.4375,14.05,2020,2020-05-13,134
Japan/Kushiro,42.9858333333333,144.377777777778,4.5,2021,2021-05-11,131
Japan/Kushiro,42.9530555555556,144.4375,14.05,2021,2021-05-11,131
Japan/Nemuro,43.3305555555556,145.585555555556,25.2,1960,1960-06-08,160
Japan/Nemuro,43.3305555555556,145.585555555556,25.2,1961,1961-05-26,146
Japan/Nemuro,43.3305555555556,145.585555555556,25.2,1962,1962-05-20,140
Japan/Nemuro,43.3305555555556,145.585555555556,25.2,1963,1963-05-22,142
Japan/Nemuro,43.3305555555556,145.585555555556,25.2,1964,1964-05-28,149
Japan/Nemuro,43.3305555555556,145.585555555556,25.2,1965,1965-05-28,148
Japan/Nemuro,43.3305555555556,145.585555555556,25.2,1966,1966-05-27,147
Japan/Nemuro,43.3305555555556,145.585555555556,25.2,1967,1967-05-22,142
Japan/Nemuro,43.3305555555556,145.585555555556,25.2,1968,1968-05-28,149
Japan/Nemuro,43.3305555555556,145.585555555556,25.2,1969,1969-05-20,140
Japan/Nemuro,43.3305555555556,145.585555555556,25.2,1970,1970-05-24,144
Japan/Nemuro,43.3305555555556,145.585555555556,25.2,1971,1971-05-29,149
Japan/Nemuro,43.3305555555556,145.585555555556,25.2,1972,1972-05-18,139
Japan/Nemuro,43.3305555555556,145.585555555556,25.2,1973,1973-05-17,137
Japan/Nemuro,43.3305555555556,145.585555555556,25.2,1974,1974-05-21,141
Japan/Nemuro,43.3305555555556,145.585555555556,25.2,1975,1975-05-31,151
Japan/Nemuro,43.3305555555556,145.585555555556,25.2,1976,1976-05-22,143
Japan/Nemuro,43.3305555555556,145.585555555556,25.2,1977,1977-05-31,151
Japan/Nemuro,43.3305555555556,145.585555555556,25.2,1978,1978-05-28,148
Japan/Nemuro,43.3305555555556,145.585555555556,25.2,1979,1979-06-02,153
Japan/Nemuro,43.3305555555556,145.585555555556,25.2,1980,1980-05-30,151
Japan/Nemuro,43.3305555555556,145.585555555556,25.2,1981,1981-06-01,152
Japan/Nemuro,43.3305555555556,145.585555555556,25.2,1982,1982-05-26,146
Japan/Nemuro,43.3305555555556,145.585555555556,25.2,1983,1983-05-20,140
Japan/Nemuro,43.3305555555556,145.585555555556,25.2,1984,1984-06-04,156
Japan/Nemuro,43.3305555555556,145.585555555556,25.2,1985,1985-05-23,143
Japan/Nemuro,43.3305555555556,145.585555555556,25.2,1986,1986-05-25,145
Japan/Nemuro,43.3305555555556,145.585555555556,25.2,1987,1987-05-20,140
Japan/Nemuro,43.3305555555556,145.585555555556,25.2,1988,1988-05-28,149
Japan/Nemuro,43.3305555555556,145.585555555556,25.2,1989,1989-05-26,146
Japan/Nemuro,43.3305555555556,145.585555555556,25.2,1990,1990-05-17,137
Japan/Nemuro,43.3305555555556,145.585555555556,25.2,1991,1991-05-18,138
Japan/Nemuro,43.3305555555556,145.585555555556,25.2,1992,1992-06-02,154
Japan/Nemuro,43.3305555555556,145.585555555556,25.2,1994,1994-05-23,143
Japan/Nemuro,43.3305555555556,145.585555555556,25.2,1995,1995-05-22,142
Japan/Nemuro,43.3305555555556,145.585555555556,25.2,1996,1996-05-31,152
Japan/Nemuro,43.3305555555556,145.585555555556,25.2,1997,1997-05-23,143
Japan/Nemuro,43.3305555555556,145.585555555556,25.2,1998,1998-05-17,137
Japan/Nemuro,43.3305555555556,145.585555555556,25.2,1999,1999-05-22,142
Japan/Nemuro,43.3305555555556,145.585555555556,25.2,2000,2000-05-26,147
Japan/Nemuro,43.3305555555556,145.585555555556,25.2,2001,2001-05-24,144
Japan/Nemuro,43.3305555555556,145.585555555556,25.2,2002,2002-05-13,133
Japan/Nemuro,43.3305555555556,145.585555555556,25.2,2003,2003-05-28,148
Japan/Nemuro,43.3305555555556,145.585555555556,25.2,2004,2004-05-19,140
Japan/Nemuro,43.3305555555556,145.585555555556,25.2,2005,2005-05-29,149
Japan/Nemuro,43.3305555555556,145.585555555556,25.2,2006,2006-05-22,142
Japan/Nemuro,43.3305555555556,145.585555555556,25.2,2007,2007-05-23,143
Japan/Nemuro,43.3305555555556,145.585555555556,25.2,2008,2008-05-22,143
Japan/Nemuro,43.3305555555556,145.585555555556,25.2,2009,2009-05-16,136
Japan/Nemuro,43.3305555555556,145.585555555556,25.2,2010,2010-05-24,144
Japan/Muroran,42.3116666666667,140.975277777778,39.89,1953,1953-05-17,137
Japan/Muroran,42.3236111111111,140.97,3,1953,1953-05-17,137
Japan/Muroran,42.3116666666667,140.975277777778,39.89,1954,1954-05-13,133
Japan/Muroran,42.3236111111111,140.97,3,1954,1954-05-13,133
Japan/Muroran,42.3116666666667,140.975277777778,39.89,1955,1955-05-23,143
Japan/Muroran,42.3236111111111,140.97,3,1955,1955-05-23,143
Japan/Muroran,42.3116666666667,140.975277777778,39.89,1956,1956-05-13,134
Japan/Muroran,42.3236111111111,140.97,3,1956,1956-05-13,134
Japan/Muroran,42.3116666666667,140.975277777778,39.89,1957,1957-05-14,134
Japan/Muroran,42.3236111111111,140.97,3,1957,1957-05-14,134
Japan/Muroran,42.3116666666667,140.975277777778,39.89,1958,1958-05-17,137
Japan/Muroran,42.3236111111111,140.97,3,1958,1958-05-17,137
Japan/Muroran,42.3116666666667,140.975277777778,39.89,1959,1959-04-30,120
Japan/Muroran,42.3236111111111,140.97,3,1959,1959-04-30,120
Japan/Muroran,42.3116666666667,140.975277777778,39.89,1960,1960-05-14,135
Japan/Muroran,42.3236111111111,140.97,3,1960,1960-05-14,135
Japan/Muroran,42.3116666666667,140.975277777778,39.89,1961,1961-05-11,131
Japan/Muroran,42.3236111111111,140.97,3,1961,1961-05-11,131
Japan/Muroran,42.3116666666667,140.975277777778,39.89,1962,1962-05-12,132
Japan/Muroran,42.3236111111111,140.97,3,1962,1962-05-12,132
Japan/Muroran,42.3116666666667,140.975277777778,39.89,1963,1963-05-10,130
Japan/Muroran,42.3236111111111,140.97,3,1963,1963-05-10,130
Japan/Muroran,42.3116666666667,140.975277777778,39.89,1964,1964-05-12,133
